cea_qloss_total [kW],simulink_qloss_total [kW],diff
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.807,11.114,0.062
11.805,11.114,0.062
11.810,11.118,0.062
11.799,11.110,0.062
11.791,11.104,0.062
11.822,11.127,0.062
11.816,11.122,0.062
11.812,11.119,0.062
11.822,11.127,0.062
11.859,11.152,0.063
11.900,11.181,0.064
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.799,11.110,0.062
11.801,11.112,0.062
11.813,11.119,0.062
11.808,11.115,0.062
11.800,11.111,0.062
11.846,11.143,0.063
11.840,11.139,0.063
11.840,11.139,0.063
11.843,11.142,0.063
11.884,11.170,0.064
11.920,11.196,0.065
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.831,11.132,0.063
11.821,11.125,0.063
11.822,11.126,0.063
11.808,11.117,0.062
11.801,11.113,0.062
11.852,11.147,0.063
11.842,11.141,0.063
11.837,11.136,0.063
11.842,11.140,0.063
11.878,11.165,0.064
11.918,11.194,0.065
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.836,11.135,0.063
11.826,11.129,0.063
11.828,11.130,0.063
11.812,11.119,0.062
11.801,11.113,0.062
11.852,11.147,0.063
11.842,11.140,0.063
11.840,11.139,0.063
11.842,11.141,0.063
11.878,11.164,0.064
11.916,11.192,0.065
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.806,11.115,0.062
11.816,11.124,0.062
11.823,11.128,0.062
11.810,11.118,0.062
11.801,11.111,0.062
11.838,11.138,0.063
11.831,11.132,0.063
11.825,11.128,0.063
11.838,11.138,0.063
11.879,11.167,0.064
11.928,11.201,0.065
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.834,11.134,0.063
11.831,11.133,0.063
11.838,11.138,0.063
11.822,11.126,0.063
11.813,11.119,0.062
11.858,11.152,0.063
11.848,11.144,0.063
11.852,11.146,0.063
11.847,11.144,0.063
11.896,11.179,0.064
11.977,11.235,0.066
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.837,11.137,0.063
11.833,11.133,0.063
11.837,11.137,0.063
11.821,11.125,0.063
11.810,11.118,0.062
11.858,11.151,0.063
11.844,11.142,0.063
11.843,11.141,0.063
11.841,11.139,0.063
11.889,11.172,0.064
11.955,11.220,0.066
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.815,11.121,0.062
11.808,11.116,0.062
11.808,11.116,0.062
11.795,11.107,0.062
11.786,11.102,0.062
11.824,11.128,0.063
11.816,11.124,0.062
11.816,11.123,0.062
11.821,11.124,0.063
11.842,11.141,0.063
11.867,11.157,0.064
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.795,11.108,0.062
11.795,11.107,0.062
11.799,11.110,0.062
11.786,11.102,0.062
11.781,11.097,0.062
11.808,11.114,0.062
11.798,11.110,0.062
11.799,11.110,0.062
11.795,11.108,0.062
11.816,11.123,0.062
11.843,11.142,0.063
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.826,11.129,0.063
11.848,11.143,0.063
11.855,11.149,0.063
11.841,11.139,0.063
11.828,11.131,0.063
11.869,11.158,0.064
11.863,11.153,0.064
11.856,11.151,0.063
11.883,11.169,0.064
11.935,11.206,0.065
12.039,11.285,0.067
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.881,11.167,0.064
11.889,11.174,0.064
11.897,11.180,0.064
11.873,11.163,0.064
11.857,11.152,0.063
11.925,11.199,0.065
11.909,11.188,0.064
11.908,11.187,0.064
11.904,11.183,0.064
11.982,11.239,0.066
12.165,11.381,0.069
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.922,11.197,0.065
11.913,11.190,0.065
11.915,11.192,0.065
11.888,11.172,0.064
11.890,11.175,0.064
11.976,11.231,0.066
11.969,11.225,0.066
11.919,11.193,0.065
11.919,11.193,0.065
12.174,11.379,0.070
12.663,11.741,0.079
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.217,11.408,0.071
12.092,11.318,0.068
12.010,11.261,0.067
11.918,11.192,0.065
11.919,11.193,0.065
12.172,11.379,0.070
12.010,11.262,0.066
11.919,11.193,0.065
11.919,11.193,0.065
12.174,11.379,0.070
12.663,11.741,0.079
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.385,11.529,0.074
12.166,11.373,0.070
12.010,11.261,0.067
11.918,11.192,0.065
11.919,11.193,0.065
12.172,11.379,0.070
12.010,11.262,0.066
11.919,11.193,0.065
11.919,11.193,0.065
12.174,11.379,0.070
12.663,11.741,0.079
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.862,11.154,0.063
11.855,11.149,0.063
11.862,11.153,0.064
11.846,11.143,0.063
11.841,11.139,0.063
11.919,11.193,0.065
11.905,11.183,0.065
11.897,11.178,0.064
11.896,11.177,0.064
11.952,11.216,0.066
12.026,11.274,0.067
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.896,11.178,0.064
11.892,11.174,0.064
11.897,11.178,0.064
11.873,11.161,0.064
11.858,11.151,0.063
11.927,11.199,0.065
11.909,11.186,0.065
11.901,11.181,0.064
11.919,11.193,0.065
12.050,11.292,0.067
12.181,11.392,0.069
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.893,11.177,0.064
11.884,11.169,0.064
11.883,11.169,0.064
11.857,11.150,0.063
11.841,11.140,0.063
11.897,11.178,0.064
11.878,11.164,0.064
11.862,11.153,0.064
11.878,11.164,0.064
11.935,11.205,0.065
11.989,11.243,0.066
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.858,11.151,0.063
11.884,11.170,0.064
11.905,11.184,0.064
11.881,11.168,0.064
11.860,11.153,0.063
11.905,11.185,0.064
11.909,11.188,0.064
11.917,11.191,0.065
11.919,11.193,0.065
12.056,11.297,0.067
12.162,11.378,0.069
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.884,11.170,0.064
11.873,11.162,0.064
11.878,11.165,0.064
11.859,11.152,0.063
11.853,11.149,0.063
11.943,11.212,0.065
11.926,11.199,0.065
11.916,11.191,0.065
11.918,11.192,0.065
11.986,11.241,0.066
12.089,11.321,0.068
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.616,11.709,0.077
12.163,11.372,0.070
11.986,11.240,0.066
11.918,11.192,0.065
11.918,11.192,0.065
12.174,11.379,0.070
12.011,11.263,0.066
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.381,0.070
12.667,11.745,0.079
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.656,11.736,0.078
12.172,11.379,0.070
12.011,11.263,0.066
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.381,0.070
12.015,11.264,0.067
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.382,0.070
12.667,11.745,0.078
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.656,11.736,0.078
12.174,11.379,0.070
12.011,11.263,0.066
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.381,0.070
12.015,11.264,0.067
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.382,0.070
12.667,11.744,0.079
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.659,11.739,0.078
12.174,11.380,0.070
12.013,11.263,0.067
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.382,0.070
12.015,11.264,0.067
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.383,0.070
12.689,11.766,0.078
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.659,11.739,0.078
12.174,11.380,0.070
12.013,11.263,0.067
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.382,0.070
12.015,11.264,0.067
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.383,0.070
12.689,11.766,0.078
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.624,11.714,0.078
12.166,11.373,0.070
11.988,11.240,0.067
11.918,11.192,0.065
11.919,11.193,0.065
12.174,11.380,0.070
12.011,11.263,0.066
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.382,0.070
12.667,11.745,0.078
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.656,11.737,0.078
12.174,11.380,0.070
12.011,11.263,0.066
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.382,0.070
12.015,11.264,0.067
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.383,0.070
12.689,11.766,0.078
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.659,11.739,0.078
12.174,11.380,0.070
12.013,11.263,0.067
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.382,0.070
12.015,11.264,0.067
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.383,0.070
12.689,11.766,0.078
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.659,11.739,0.078
12.174,11.380,0.070
12.013,11.263,0.067
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.382,0.070
12.015,11.264,0.067
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.383,0.070
12.689,11.766,0.078
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.659,11.739,0.078
12.174,11.381,0.070
12.015,11.263,0.067
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.382,0.070
12.015,11.264,0.067
11.919,11.194,0.065
11.921,11.194,0.065
12.175,11.383,0.070
12.689,11.766,0.078
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.624,11.714,0.078
12.166,11.373,0.070
11.988,11.240,0.067
11.918,11.192,0.065
11.919,11.193,0.065
12.174,11.380,0.070
12.013,11.263,0.067
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.382,0.070
12.689,11.766,0.078
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.659,11.739,0.078
12.174,11.380,0.070
12.013,11.263,0.067
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.382,0.070
12.015,11.264,0.067
11.919,11.194,0.065
11.919,11.194,0.065
12.175,11.382,0.070
12.689,11.766,0.078
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.269,11.450,0.072
11.962,11.223,0.066
11.876,11.163,0.064
11.832,11.133,0.063
11.832,11.133,0.063
11.962,11.224,0.066
11.876,11.163,0.064
11.832,11.133,0.063
11.833,11.133,0.063
11.962,11.224,0.066
12.276,11.455,0.072
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.269,11.450,0.072
11.962,11.223,0.066
11.876,11.163,0.064
11.832,11.133,0.063
11.832,11.133,0.063
11.962,11.224,0.066
11.876,11.163,0.064
11.832,11.133,0.063
11.833,11.133,0.063
11.962,11.224,0.066
12.276,11.455,0.072
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.269,11.450,0.072
11.962,11.223,0.066
11.876,11.163,0.064
11.832,11.133,0.063
11.832,11.133,0.063
11.962,11.224,0.066
11.876,11.163,0.064
11.832,11.133,0.063
11.832,11.133,0.063
11.962,11.224,0.066
12.274,11.454,0.072
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.250,11.437,0.071
11.957,11.219,0.066
11.873,11.161,0.064
11.831,11.132,0.063
11.831,11.132,0.063
11.962,11.223,0.066
11.876,11.163,0.064
11.832,11.132,0.063
11.832,11.133,0.063
11.962,11.223,0.066
12.274,11.454,0.072
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.269,11.450,0.072
11.962,11.223,0.066
11.876,11.163,0.064
11.832,11.133,0.063
11.832,11.133,0.063
11.962,11.223,0.066
11.876,11.163,0.064
11.832,11.133,0.063
11.832,11.133,0.063
11.962,11.224,0.066
12.274,11.454,0.072
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.269,11.450,0.072
11.962,11.223,0.066
11.876,11.163,0.064
11.832,11.132,0.063
11.832,11.133,0.063
11.962,11.223,0.066
11.876,11.163,0.064
11.832,11.133,0.063
11.832,11.133,0.063
11.962,11.224,0.066
12.274,11.454,0.072
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.269,11.450,0.072
11.962,11.223,0.066
11.876,11.163,0.064
11.832,11.132,0.063
11.832,11.133,0.063
11.962,11.223,0.066
11.876,11.163,0.064
11.832,11.133,0.063
11.832,11.133,0.063
11.962,11.224,0.066
12.276,11.455,0.072
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.269,11.450,0.072
11.962,11.223,0.066
11.876,11.163,0.064
11.832,11.133,0.063
11.832,11.133,0.063
11.962,11.224,0.066
11.876,11.163,0.064
11.832,11.133,0.063
11.833,11.133,0.063
11.962,11.224,0.066
12.276,11.455,0.072
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
